User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U08865,39,Other,Jaipur,Motorola,Android,7.4,5.0,255.5,133,2.7,4011,7.4,4.2,914,Social Media
U08866,20,Male,Pune,Vivo,Android,8.3,13.1,258.3,99,3.4,2055,7.4,2.9,1748,Education
U08867,19,Male,Pune,Motorola,iOS,1.3,37.2,43.1,128,4.7,9321,0.9,1.7,666,Work
U08868,20,Other,Chennai,Motorola,Android,2.4,37.7,118.4,49,5.8,6770,6.3,2.9,484,Education
U08869,29,Female,Bangalore,Vivo,Android,4.6,44.4,24.9,53,1.3,968,1.5,1.2,131,Entertainment
U08870,22,Female,Chennai,Realme,iOS,11.3,28.9,132.2,126,0.9,168,6.7,0.9,1301,Entertainment
U08871,55,Other,Chennai,Xiaomi,iOS,10.2,5.1,72.6,89,1.1,1972,5.1,3.6,290,Gaming
U08872,19,Other,Mumbai,Google Pixel,iOS,6.8,31.8,150.8,141,2.0,9646,0.7,3.1,1350,Work
U08873,51,Male,Ahmedabad,Motorola,iOS,4.9,15.0,114.0,94,5.8,3554,4.7,2.5,1182,Work
U08874,39,Other,Bangalore,Realme,iOS,9.6,13.0,173.6,183,3.3,8330,1.2,3.7,1191,Entertainment
U08875,53,Other,Jaipur,Google Pixel,iOS,11.1,33.7,68.4,114,1.1,3298,0.8,3.7,520,Gaming
U08876,40,Other,Kolkata,OnePlus,iOS,7.0,43.5,204.5,169,0.5,5524,6.3,2.4,1989,Entertainment
U08877,43,Male,Ahmedabad,Realme,iOS,1.8,45.3,232.6,89,2.0,2511,4.3,5.0,1388,Work
U08878,15,Male,Ahmedabad,Motorola,Android,5.7,49.1,264.2,39,2.6,3555,0.5,2.7,512,Education
U08879,56,Male,Ahmedabad,Realme,iOS,11.7,18.4,183.1,127,3.8,124,1.9,0.2,1319,Social Media
U08880,28,Other,Lucknow,Xiaomi,Android,11.8,41.0,189.7,147,3.8,8626,3.7,1.6,197,Gaming
U08881,34,Male,Jaipur,OnePlus,Android,9.7,4.0,164.8,79,1.2,4796,5.2,2.3,593,Gaming
U08882,50,Other,Mumbai,Realme,iOS,3.9,43.6,183.5,136,5.8,8981,6.2,1.6,158,Entertainment
U08883,37,Other,Pune,Xiaomi,iOS,3.2,2.2,85.6,186,0.7,9829,6.6,0.8,120,Education
U08884,46,Male,Jaipur,Realme,Android,9.6,47.0,190.7,27,4.0,5082,3.2,3.5,570,Education
U08885,42,Female,Jaipur,Oppo,Android,2.6,28.5,84.5,112,2.2,276,7.8,2.1,332,Entertainment
U08886,55,Other,Delhi,Nokia,iOS,4.8,6.9,180.5,51,2.0,2557,3.4,3.5,142,Work
U08887,32,Female,Bangalore,Google Pixel,iOS,10.6,21.4,148.7,78,4.2,2683,0.9,3.2,1585,Entertainment
U08888,35,Male,Ahmedabad,Motorola,Android,2.5,30.7,5.2,151,5.8,8027,4.1,1.5,827,Education
U08889,38,Other,Kolkata,Realme,iOS,5.4,42.5,286.5,134,6.0,266,6.8,4.1,570,Work
U08890,48,Female,Pune,Xiaomi,Android,10.4,13.8,272.1,182,1.2,4845,4.5,3.8,632,Work
U08891,45,Other,Pune,Google Pixel,Android,3.2,14.9,91.7,99,5.4,4722,3.4,4.6,136,Entertainment
U08892,16,Other,Hyderabad,Samsung,iOS,11.4,19.5,222.7,130,3.7,3097,3.3,4.6,1836,Work
U08893,46,Female,Delhi,Apple,Android,6.0,23.8,121.4,162,2.3,7986,5.7,4.2,1171,Work
U08894,38,Other,Pune,Vivo,iOS,4.9,7.4,41.6,51,5.5,1875,4.4,1.3,1495,Work
U08895,58,Other,Mumbai,Nokia,iOS,10.5,25.5,176.9,29,1.1,8017,4.9,1.0,1895,Gaming
U08896,38,Male,Jaipur,Motorola,Android,8.6,39.2,23.6,174,2.2,4356,3.6,1.6,308,Education
U08897,34,Male,Chennai,Nokia,Android,11.2,9.2,175.3,88,1.7,3130,2.2,0.6,797,Social Media
U08898,23,Female,Jaipur,Xiaomi,iOS,11.6,34.2,213.3,175,1.5,3788,3.2,4.9,1633,Education
U08899,44,Other,Hyderabad,Samsung,Android,6.9,6.3,195.7,64,2.7,4657,1.0,2.5,712,Entertainment
U08900,45,Female,Pune,Samsung,iOS,5.4,6.0,47.9,165,5.0,1326,0.7,2.5,1219,Work
U08901,44,Male,Mumbai,Google Pixel,iOS,1.6,28.1,255.9,76,2.6,4419,2.9,1.4,1995,Education
U08902,21,Male,Jaipur,Nokia,iOS,3.3,11.3,202.2,123,4.2,8453,5.1,3.9,675,Social Media
U08903,59,Female,Lucknow,Apple,iOS,8.9,30.0,148.5,70,1.4,8699,1.4,0.9,1323,Education
U08904,34,Other,Mumbai,Vivo,Android,4.1,41.3,164.8,121,2.2,1019,3.1,0.8,804,Gaming
U08905,58,Female,Mumbai,Vivo,Android,7.0,30.2,27.4,190,2.0,6135,6.1,0.5,419,Work
U08906,49,Other,Mumbai,Motorola,Android,10.1,33.1,231.3,29,3.3,6446,4.7,2.8,1359,Gaming
U08907,56,Other,Pune,OnePlus,Android,1.5,46.6,16.8,18,5.6,9265,3.3,3.5,1027,Work
U08908,26,Female,Delhi,Google Pixel,iOS,4.4,32.1,124.1,179,4.4,6092,1.6,3.0,1830,Entertainment
U08909,52,Male,Mumbai,Google Pixel,Android,11.8,16.3,90.1,10,5.2,8235,4.7,1.1,633,Social Media
U08910,59,Male,Pune,Google Pixel,Android,10.7,22.4,106.3,118,4.6,5792,2.4,2.1,611,Work
U08911,26,Male,Delhi,Nokia,Android,11.4,35.1,111.0,55,2.1,6298,6.0,4.2,189,Social Media
U08912,60,Other,Lucknow,Google Pixel,Android,7.6,37.0,135.2,110,2.7,4866,5.6,3.5,1288,Education
U08913,39,Female,Mumbai,Vivo,Android,2.1,36.0,147.7,67,1.6,6865,1.5,0.4,249,Education
U08914,16,Female,Mumbai,OnePlus,Android,6.8,27.6,77.7,197,5.1,2616,0.8,1.4,287,Social Media
U08915,60,Other,Jaipur,Vivo,Android,7.6,24.1,15.5,152,3.0,9389,3.9,0.7,525,Social Media
U08916,32,Female,Jaipur,Realme,iOS,5.0,14.0,149.8,55,0.7,6427,4.7,2.8,215,Entertainment
U08917,57,Other,Jaipur,Vivo,iOS,5.5,38.6,44.3,111,1.3,437,4.5,3.9,1367,Work
U08918,46,Female,Chennai,OnePlus,iOS,6.6,14.5,272.8,58,3.6,2855,4.8,1.7,635,Work
U08919,33,Male,Pune,Oppo,Android,4.0,4.6,65.5,159,4.5,7318,7.8,2.0,817,Gaming
U08920,50,Male,Ahmedabad,Samsung,iOS,5.0,46.6,38.9,114,2.2,4278,2.8,0.2,231,Education
U08921,32,Other,Chennai,Vivo,iOS,9.0,46.9,254.1,178,4.9,948,6.5,4.7,148,Work
U08922,32,Male,Kolkata,Nokia,iOS,11.0,27.2,136.7,67,5.5,2067,3.5,4.9,1572,Education
U08923,26,Male,Delhi,Motorola,Android,8.9,18.4,66.1,185,2.8,7722,3.3,0.7,210,Entertainment
U08924,35,Female,Pune,Realme,Android,4.8,16.0,177.2,40,3.3,4454,5.3,4.7,901,Work
U08925,48,Male,Mumbai,Google Pixel,iOS,4.1,40.6,137.4,105,3.4,4261,2.3,0.4,994,Social Media
U08926,40,Female,Bangalore,Vivo,Android,9.0,1.9,226.3,104,4.2,822,1.0,3.6,1633,Education
U08927,48,Male,Delhi,Nokia,iOS,9.8,12.9,8.4,77,0.5,3031,1.2,1.8,120,Education
U08928,56,Male,Lucknow,Apple,iOS,4.0,22.3,134.9,52,2.6,1555,2.0,1.0,1651,Social Media
U08929,34,Female,Pune,Realme,Android,7.5,13.7,79.4,55,1.3,5944,6.7,0.9,1012,Work
U08930,39,Female,Pune,Nokia,iOS,11.1,20.6,11.8,121,3.7,2085,4.8,2.8,1896,Social Media
U08931,45,Other,Delhi,Oppo,iOS,9.2,4.3,298.9,27,2.9,9100,7.8,4.9,1138,Entertainment
U08932,22,Female,Kolkata,Google Pixel,Android,8.0,41.0,250.6,99,2.5,2024,2.5,4.2,1517,Social Media
U08933,24,Other,Lucknow,Motorola,iOS,2.0,34.5,101.1,167,3.5,8193,4.4,0.9,1875,Social Media
U08934,38,Male,Pune,OnePlus,iOS,11.2,45.5,178.0,69,3.8,5900,3.9,1.3,1238,Gaming
U08935,43,Other,Delhi,Motorola,Android,6.3,13.3,43.0,99,5.2,2267,2.0,2.0,1294,Gaming
U08936,57,Female,Kolkata,OnePlus,Android,3.5,37.8,180.0,132,0.8,2107,3.2,4.1,341,Gaming
U08937,31,Male,Kolkata,OnePlus,Android,2.0,32.4,17.6,23,1.8,1860,1.4,1.2,1523,Education
U08938,57,Female,Chennai,Realme,iOS,11.1,27.6,47.5,81,5.8,3500,1.1,1.0,944,Education
U08939,55,Other,Bangalore,Oppo,Android,1.5,20.4,185.8,166,1.8,1244,1.5,1.8,762,Education
U08940,21,Female,Mumbai,Xiaomi,Android,4.2,46.5,231.2,112,5.7,6394,2.2,4.6,882,Entertainment
U08941,45,Male,Hyderabad,Oppo,Android,9.8,46.8,252.5,44,1.7,8401,1.3,1.6,324,Work
U08942,46,Male,Mumbai,Google Pixel,Android,8.1,14.6,206.4,60,3.0,6710,2.5,2.7,451,Entertainment
U08943,26,Female,Lucknow,Google Pixel,Android,3.3,26.7,153.6,78,5.7,2020,6.5,1.3,345,Education
U08944,54,Other,Mumbai,Samsung,Android,9.1,3.3,126.6,82,4.1,5922,2.5,4.6,320,Entertainment
U08945,37,Female,Delhi,Google Pixel,Android,11.3,11.9,134.9,120,2.0,5167,6.1,3.1,797,Social Media
U08946,49,Other,Delhi,Realme,iOS,9.9,7.7,106.8,179,4.6,7740,0.7,1.7,1255,Entertainment
U08947,47,Female,Jaipur,Vivo,Android,6.6,35.7,55.4,53,4.2,4101,2.0,1.2,570,Work
U08948,23,Other,Chennai,Apple,iOS,8.0,19.9,282.7,152,2.2,5346,0.6,1.5,511,Work
U08949,23,Female,Lucknow,Apple,iOS,1.1,46.6,244.7,154,1.9,9463,6.7,1.0,1616,Social Media
U08950,49,Other,Jaipur,Xiaomi,Android,1.0,38.0,135.7,96,3.3,6987,7.6,1.3,886,Education
U08951,16,Male,Delhi,Realme,iOS,3.9,8.6,203.1,153,4.3,8054,0.6,0.6,715,Education
U08952,22,Other,Bangalore,Motorola,Android,3.4,14.2,201.1,94,3.1,8137,0.7,3.3,163,Education
U08953,28,Male,Ahmedabad,Oppo,Android,3.9,33.1,274.0,123,4.3,4792,2.2,4.0,1142,Social Media
U08954,45,Male,Delhi,Realme,iOS,11.0,48.7,168.1,131,4.9,6181,0.7,0.5,642,Entertainment
U08955,27,Male,Kolkata,Motorola,Android,9.9,9.9,103.5,37,5.1,2259,3.7,0.9,227,Social Media
U08956,35,Female,Bangalore,Xiaomi,iOS,2.2,10.1,228.4,72,3.6,9259,2.4,3.3,815,Work
U08957,26,Female,Jaipur,Samsung,iOS,10.0,46.7,197.4,58,3.9,9738,3.2,1.6,1300,Gaming
U08958,23,Male,Mumbai,Realme,iOS,7.7,47.1,39.2,62,3.9,1133,4.7,3.3,253,Entertainment
U08959,40,Other,Pune,Vivo,iOS,1.6,31.5,133.0,137,2.6,3755,4.2,1.1,1869,Social Media
U08960,36,Male,Delhi,Samsung,iOS,1.7,12.6,260.8,32,5.6,3180,1.0,0.6,1141,Education
U08961,24,Other,Kolkata,Realme,iOS,3.8,19.1,290.1,117,5.8,546,7.1,1.1,1578,Work
U08962,28,Other,Delhi,Motorola,Android,10.7,46.2,198.7,184,4.7,1812,2.3,4.9,1982,Entertainment
U08963,19,Other,Chennai,OnePlus,Android,10.2,7.8,272.7,44,2.9,1314,7.7,4.7,1397,Work
U08964,18,Other,Kolkata,Nokia,iOS,2.7,42.8,14.9,22,6.0,8131,2.6,0.8,1295,Work
U08965,19,Male,Ahmedabad,Samsung,Android,6.0,39.0,65.2,51,3.4,4745,7.9,4.8,1503,Social Media
U08966,36,Female,Bangalore,Realme,Android,3.5,3.1,78.6,161,0.6,4695,6.1,3.0,739,Education
U08967,58,Male,Kolkata,Apple,Android,9.4,15.8,172.7,19,5.4,4311,3.7,3.9,437,Work
U08968,41,Female,Pune,Realme,Android,8.1,30.6,80.3,154,3.0,8346,1.5,3.2,896,Entertainment
U08969,26,Female,Mumbai,OnePlus,Android,4.0,38.5,119.7,141,3.7,8358,4.6,3.3,510,Gaming
U08970,59,Other,Kolkata,Vivo,Android,8.9,11.7,97.6,150,3.9,4106,5.9,0.0,159,Work
U08971,38,Male,Hyderabad,Samsung,iOS,2.5,48.8,229.1,46,3.0,4889,5.8,0.3,903,Gaming
U08972,30,Male,Mumbai,Oppo,Android,2.7,12.5,158.6,18,4.7,3117,1.1,3.9,904,Social Media
U08973,51,Male,Delhi,Google Pixel,Android,1.4,44.4,191.5,36,2.9,4276,5.9,0.7,1266,Education
U08974,42,Male,Hyderabad,Oppo,Android,2.0,9.5,165.4,157,3.6,1790,5.5,3.1,618,Education
U08975,31,Male,Lucknow,Nokia,Android,5.3,3.4,215.1,89,1.6,3459,3.1,2.2,530,Education
U08976,57,Female,Hyderabad,Realme,Android,4.8,32.7,45.6,27,4.3,9321,1.9,2.3,158,Entertainment
U08977,40,Other,Ahmedabad,Xiaomi,iOS,9.4,42.0,187.7,112,5.9,4828,3.8,0.3,883,Gaming
U08978,28,Other,Bangalore,Google Pixel,iOS,5.0,26.1,288.6,148,2.2,7967,4.7,0.9,304,Work
U08979,58,Female,Lucknow,Google Pixel,iOS,6.4,21.5,125.7,160,4.7,7421,5.5,4.2,937,Entertainment
U08980,16,Female,Delhi,OnePlus,Android,8.1,37.5,194.8,200,6.0,1075,2.5,4.7,661,Social Media
U08981,15,Other,Ahmedabad,Vivo,iOS,4.9,36.7,107.8,173,2.1,1168,2.9,2.5,1188,Gaming
U08982,51,Female,Pune,Motorola,iOS,2.6,43.0,66.0,34,4.0,4223,2.1,0.9,1118,Gaming
U08983,49,Other,Delhi,Nokia,Android,3.5,10.6,241.4,103,5.2,1922,2.7,4.6,1248,Gaming
U08984,15,Female,Bangalore,Xiaomi,iOS,11.2,9.6,178.9,47,2.2,4173,2.6,4.5,496,Education
U08985,59,Other,Ahmedabad,Motorola,iOS,8.4,22.2,259.1,12,4.2,201,5.7,2.9,1545,Entertainment
U08986,26,Other,Bangalore,Nokia,Android,6.2,10.8,91.0,29,4.3,9236,4.3,1.6,771,Education
U08987,46,Female,Ahmedabad,Xiaomi,iOS,11.8,36.2,241.7,37,2.6,9600,2.1,0.7,851,Education
U08988,46,Male,Bangalore,Realme,Android,8.6,7.2,30.8,21,1.6,1079,6.4,0.1,1791,Social Media
U08989,47,Female,Delhi,Vivo,iOS,3.8,39.8,119.4,138,0.7,8576,4.5,3.0,1164,Education
U08990,44,Male,Pune,Nokia,Android,11.6,24.7,115.8,71,4.0,6953,4.9,3.6,1691,Education
U08991,34,Female,Bangalore,Realme,iOS,6.6,6.5,231.6,36,3.8,5676,1.8,3.5,1412,Entertainment
U08992,30,Female,Delhi,Vivo,Android,5.3,17.2,142.9,57,3.3,8165,6.7,2.2,1160,Social Media
U08993,17,Male,Ahmedabad,Realme,Android,6.2,32.0,170.4,125,2.1,9096,4.2,4.0,732,Social Media
U08994,39,Male,Bangalore,Nokia,iOS,4.4,2.0,89.6,52,4.4,3496,2.2,1.0,198,Gaming
U08995,29,Male,Lucknow,Nokia,Android,6.0,28.5,149.5,119,0.7,2294,5.8,2.7,476,Gaming
U08996,52,Female,Bangalore,Samsung,iOS,9.7,17.2,226.8,191,5.2,1625,1.5,4.6,900,Gaming
U08997,38,Other,Lucknow,Apple,iOS,7.2,23.9,257.0,197,2.1,3277,3.8,2.6,866,Entertainment
U08998,40,Male,Ahmedabad,Samsung,Android,4.8,27.9,10.2,58,2.9,8493,1.0,1.3,1390,Work
U08999,35,Male,Bangalore,Oppo,iOS,1.5,13.0,167.7,179,1.9,4896,6.5,1.9,1122,Entertainment
U09000,15,Male,Bangalore,Samsung,Android,1.8,37.1,177.5,101,2.8,1948,4.2,4.1,1780,Education
U09001,43,Other,Ahmedabad,Realme,Android,8.4,39.5,211.5,124,1.0,9045,5.1,3.9,1340,Work
U09002,15,Female,Chennai,Google Pixel,iOS,6.1,8.1,136.2,140,4.9,8015,6.8,4.0,1087,Education
U09003,22,Male,Lucknow,Vivo,iOS,10.4,44.5,213.9,131,6.0,7769,2.8,4.5,715,Education
U09004,54,Other,Ahmedabad,Realme,iOS,7.2,17.2,196.5,178,4.3,5882,3.9,4.3,1594,Social Media
U09005,60,Other,Delhi,Apple,Android,1.3,25.7,18.7,146,2.4,7818,2.5,0.6,330,Entertainment
U09006,40,Other,Pune,OnePlus,iOS,6.8,16.4,164.7,159,3.1,4452,4.5,3.7,778,Social Media
U09007,53,Male,Delhi,Motorola,iOS,11.0,1.4,58.5,171,1.8,1548,4.3,5.0,1838,Entertainment
U09008,15,Male,Mumbai,Realme,iOS,8.1,48.4,177.8,64,2.1,3891,1.6,1.2,767,Social Media
U09009,19,Other,Hyderabad,Oppo,iOS,5.3,33.6,15.8,112,1.8,6967,3.4,1.2,599,Gaming
U09010,54,Male,Kolkata,Xiaomi,Android,8.2,30.4,45.5,19,5.6,5843,2.7,0.1,625,Social Media
U09011,17,Male,Delhi,Motorola,Android,3.1,29.2,191.8,144,4.8,8254,1.6,0.1,625,Gaming
U09012,42,Male,Mumbai,Google Pixel,Android,7.3,12.2,43.3,136,5.8,7945,6.1,4.2,1454,Education
U09013,40,Male,Bangalore,Oppo,iOS,7.5,17.2,35.4,110,3.3,9255,0.9,0.4,1229,Gaming
U09014,33,Other,Lucknow,Xiaomi,iOS,6.4,26.3,155.2,173,3.4,6794,4.3,1.5,1780,Social Media
U09015,42,Female,Jaipur,Google Pixel,Android,10.3,26.2,181.1,146,1.3,4969,2.3,0.9,1224,Entertainment
U09016,45,Other,Pune,Samsung,iOS,5.5,24.3,20.1,79,1.2,5252,7.4,3.8,1455,Education
U09017,47,Male,Kolkata,Samsung,Android,4.0,16.5,131.5,156,5.1,4356,3.7,0.7,1600,Entertainment
U09018,16,Other,Pune,Nokia,iOS,3.7,12.2,297.8,150,4.6,7944,7.0,0.9,396,Social Media
U09019,42,Male,Bangalore,Motorola,Android,3.6,18.7,177.1,65,4.2,2657,5.2,1.2,1522,Entertainment
U09020,42,Other,Jaipur,OnePlus,iOS,5.5,35.1,97.1,188,2.9,8136,2.3,2.3,1057,Entertainment
U09021,41,Female,Bangalore,OnePlus,Android,11.2,42.1,271.6,109,2.4,4546,2.4,3.7,892,Social Media
U09022,23,Male,Chennai,Apple,iOS,9.8,23.8,198.4,154,2.1,6418,6.0,1.7,460,Education
U09023,25,Female,Mumbai,Vivo,Android,8.2,46.5,28.6,144,1.4,2557,1.5,2.6,323,Gaming
U09024,55,Male,Jaipur,Vivo,Android,7.0,39.3,12.8,180,5.1,7368,4.9,2.2,1733,Entertainment
U09025,47,Female,Chennai,Motorola,Android,8.5,18.4,149.2,25,1.3,8862,5.4,1.0,969,Education
U09026,24,Male,Pune,Motorola,iOS,6.4,36.0,264.4,176,2.0,2383,2.1,1.3,1798,Entertainment
U09027,19,Female,Delhi,Realme,iOS,3.0,12.3,273.5,66,4.8,8996,5.1,3.6,526,Entertainment
U09028,35,Female,Bangalore,Samsung,Android,10.6,28.2,161.1,147,3.0,7666,2.5,3.5,1266,Work
U09029,28,Female,Jaipur,Vivo,Android,11.8,42.1,289.8,19,2.9,5593,3.5,3.5,1856,Education
U09030,58,Other,Jaipur,OnePlus,iOS,8.9,6.6,216.5,161,0.9,1299,1.3,4.8,1335,Work
U09031,52,Male,Delhi,Samsung,Android,6.1,19.9,222.2,163,2.3,9419,3.1,3.8,766,Gaming
U09032,16,Male,Lucknow,Oppo,Android,7.9,48.2,24.9,109,2.7,8747,7.4,3.5,1667,Social Media
U09033,21,Female,Mumbai,Google Pixel,Android,1.4,30.6,146.1,126,1.1,6442,3.2,1.1,180,Gaming
U09034,42,Female,Kolkata,Apple,Android,8.3,35.7,287.6,128,0.8,6746,6.2,3.2,1709,Gaming
U09035,23,Female,Mumbai,Oppo,iOS,5.3,37.6,218.9,43,5.1,3202,4.9,0.6,842,Work
U09036,55,Female,Kolkata,Vivo,Android,9.2,31.0,265.8,13,1.9,6710,2.6,4.6,1520,Gaming
U09037,30,Male,Mumbai,Motorola,iOS,1.9,29.0,68.7,86,4.1,4045,6.0,4.5,637,Education
U09038,17,Female,Mumbai,OnePlus,Android,8.5,6.9,57.6,27,2.7,9230,1.4,1.8,1735,Entertainment
U09039,30,Other,Delhi,Google Pixel,Android,5.9,46.8,45.7,190,4.4,4909,3.6,4.5,612,Education
U09040,22,Male,Pune,Nokia,Android,6.7,33.0,289.2,179,4.0,4777,1.3,1.9,1180,Gaming
U09041,19,Male,Hyderabad,Nokia,Android,3.3,26.5,211.5,65,5.4,1760,3.4,3.8,1813,Social Media
U09042,45,Female,Mumbai,Samsung,Android,3.7,27.2,245.9,44,2.7,166,7.7,3.2,1623,Gaming
U09043,36,Female,Lucknow,Apple,Android,2.1,34.6,124.3,104,6.0,5381,5.5,4.3,869,Education
U09044,53,Male,Kolkata,Motorola,iOS,9.4,36.4,193.8,175,4.3,5916,7.3,2.8,944,Entertainment
U09045,33,Female,Jaipur,Motorola,Android,5.9,1.9,232.2,16,5.4,6978,6.2,0.6,1062,Entertainment
U09046,45,Male,Mumbai,Oppo,Android,2.8,26.8,274.1,109,0.6,9469,2.7,0.5,1974,Social Media
U09047,32,Male,Hyderabad,Google Pixel,Android,7.9,47.8,247.1,138,5.7,5209,3.4,2.9,1240,Education
U09048,46,Other,Mumbai,Nokia,iOS,6.7,16.4,198.8,133,3.7,2030,7.4,3.8,666,Education
U09049,26,Male,Jaipur,Realme,Android,8.4,17.4,278.5,81,4.8,790,0.6,3.0,1880,Work
U09050,16,Male,Delhi,Apple,iOS,9.9,35.1,180.2,20,2.1,1356,7.2,2.4,1608,Social Media
U09051,30,Other,Ahmedabad,Xiaomi,iOS,4.7,16.7,75.7,31,5.4,466,1.7,0.8,1356,Work
U09052,49,Male,Kolkata,Google Pixel,Android,8.8,3.2,21.2,158,1.3,7793,6.5,1.9,1287,Entertainment
U09053,45,Other,Hyderabad,Xiaomi,Android,2.3,45.9,55.3,120,4.4,2958,6.6,1.7,1019,Entertainment
U09054,18,Male,Bangalore,Apple,Android,9.1,25.8,52.0,64,1.3,8107,7.2,2.5,172,Work
U09055,45,Female,Chennai,Nokia,Android,12.0,20.5,132.7,142,5.4,3734,5.6,4.5,437,Entertainment
U09056,60,Female,Lucknow,Nokia,iOS,10.3,40.5,244.2,110,1.4,8432,1.2,4.0,1406,Education
U09057,58,Male,Jaipur,Google Pixel,Android,8.1,9.3,268.1,174,4.6,4426,0.9,3.6,391,Social Media
U09058,27,Other,Kolkata,Vivo,Android,4.6,36.7,8.0,127,4.7,5559,3.6,4.9,228,Education
U09059,23,Female,Bangalore,Google Pixel,iOS,7.0,46.6,110.2,164,3.8,6203,2.9,2.7,288,Gaming
U09060,38,Male,Bangalore,Apple,iOS,8.5,23.6,140.0,129,2.6,1262,2.2,1.0,148,Work
U09061,19,Female,Kolkata,Xiaomi,Android,5.5,1.3,106.1,128,4.1,7888,3.5,3.8,1793,Entertainment
U09062,16,Male,Mumbai,Realme,Android,5.3,29.9,37.8,125,2.6,5136,2.8,0.0,362,Entertainment
U09063,22,Female,Bangalore,Nokia,iOS,5.6,16.8,53.1,180,3.3,4756,7.6,1.3,910,Entertainment
U09064,36,Other,Ahmedabad,Oppo,Android,3.8,48.1,225.5,48,2.2,3143,6.4,1.2,326,Education
U09065,50,Other,Chennai,Realme,Android,5.5,25.8,30.5,169,3.5,6461,6.2,2.7,1271,Education
U09066,16,Other,Lucknow,Apple,iOS,6.9,10.8,67.2,195,2.1,235,0.5,0.9,579,Gaming
U09067,52,Female,Bangalore,Nokia,Android,2.7,31.8,151.2,12,5.2,7296,1.2,1.5,1763,Work
U09068,59,Other,Jaipur,Apple,Android,9.8,2.6,95.0,15,5.9,3535,5.7,4.6,1038,Gaming
U09069,39,Male,Jaipur,Apple,iOS,9.4,10.2,221.4,159,3.0,9696,2.9,2.7,319,Work
U09070,41,Female,Ahmedabad,Oppo,Android,4.0,37.4,169.2,87,2.3,8170,5.7,4.4,833,Education
U09071,26,Male,Pune,Google Pixel,Android,7.4,10.9,290.8,89,0.9,9329,7.6,3.8,1165,Entertainment
U09072,58,Male,Lucknow,Realme,Android,11.7,44.2,106.6,160,5.9,9703,1.8,4.0,123,Work
