User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U04444,51,Female,Bangalore,Motorola,iOS,4.2,7.8,30.9,20,1.0,3502,7.9,2.4,1965,Work
U04445,51,Male,Ahmedabad,Oppo,Android,12.0,25.0,170.1,10,5.2,4511,7.8,3.9,916,Gaming
U04446,30,Other,Lucknow,Nokia,iOS,5.4,31.0,52.4,154,2.3,2160,0.9,2.4,1276,Work
U04447,29,Female,Kolkata,Oppo,iOS,2.2,22.1,168.1,179,5.9,5909,5.1,1.3,1958,Work
U04448,41,Female,Pune,Samsung,iOS,9.1,43.9,76.0,22,4.7,6522,2.0,3.0,1815,Education
U04449,41,Female,Mumbai,OnePlus,iOS,9.2,8.8,111.6,159,4.4,4868,2.8,0.2,1375,Entertainment
U04450,43,Female,Kolkata,Oppo,Android,8.6,29.7,56.4,195,2.3,1679,5.4,2.2,1577,Work
U04451,57,Female,Pune,Oppo,Android,5.2,26.7,47.5,55,1.5,5522,7.7,0.3,1400,Work
U04452,34,Male,Ahmedabad,Samsung,iOS,3.2,34.1,257.2,89,0.5,9801,5.1,3.6,510,Social Media
U04453,17,Other,Jaipur,Nokia,iOS,7.6,4.5,207.3,101,4.4,8847,1.8,3.6,375,Entertainment
U04454,37,Other,Mumbai,Motorola,Android,2.3,40.1,59.5,103,5.9,1103,7.3,0.8,1595,Gaming
U04455,55,Male,Bangalore,Google Pixel,Android,2.7,19.7,84.0,66,4.6,3309,1.6,4.0,1060,Gaming
U04456,40,Female,Hyderabad,Google Pixel,iOS,6.5,34.6,41.9,131,2.4,5109,7.5,3.4,1782,Social Media
U04457,35,Female,Ahmedabad,Samsung,Android,1.2,33.1,292.2,84,4.0,4302,5.0,0.2,219,Entertainment
U04458,42,Other,Delhi,Oppo,iOS,6.4,20.9,59.9,121,2.4,2015,5.3,1.2,1386,Education
U04459,32,Other,Pune,Xiaomi,iOS,2.2,12.3,106.5,17,4.1,4159,7.4,4.4,1265,Education
U04460,54,Male,Bangalore,Motorola,iOS,5.7,40.2,20.4,18,2.7,210,7.6,4.3,1679,Gaming
U04461,57,Male,Bangalore,Nokia,Android,7.5,39.2,62.4,191,3.4,5919,1.7,4.5,1623,Work
U04462,42,Female,Ahmedabad,Xiaomi,Android,5.9,42.3,131.3,187,2.0,4783,5.9,0.7,472,Social Media
U04463,15,Other,Kolkata,Samsung,iOS,12.0,4.3,141.7,91,5.3,4430,1.4,3.9,109,Gaming
U04464,51,Other,Kolkata,Xiaomi,Android,2.9,33.6,208.8,117,3.6,6644,4.9,4.3,1444,Work
U04465,38,Other,Ahmedabad,Oppo,Android,3.2,43.7,239.9,194,1.6,1012,3.5,2.4,1670,Social Media
U04466,18,Male,Delhi,Realme,iOS,5.3,26.8,230.0,198,3.4,555,3.1,4.1,1986,Gaming
U04467,35,Other,Mumbai,Vivo,Android,6.3,31.7,207.8,135,1.5,2624,7.3,3.0,1494,Entertainment
U04468,22,Male,Hyderabad,Oppo,Android,6.0,8.5,40.8,17,1.6,6257,6.1,0.9,257,Social Media
U04469,59,Other,Kolkata,Oppo,Android,11.7,49.3,23.5,21,2.7,3085,7.6,1.2,1262,Entertainment
U04470,28,Female,Chennai,Nokia,iOS,8.2,32.7,58.0,131,5.9,9699,1.9,2.5,1996,Education
U04471,52,Male,Bangalore,Oppo,Android,7.4,17.9,250.6,22,2.3,4657,6.3,2.7,1968,Gaming
U04472,46,Female,Pune,Vivo,Android,2.7,22.6,192.3,80,4.2,5758,6.0,0.8,1110,Social Media
U04473,56,Female,Lucknow,Apple,iOS,1.6,1.7,95.5,177,4.4,7838,6.3,3.5,1475,Gaming
U04474,58,Other,Hyderabad,Google Pixel,iOS,8.5,27.7,163.5,83,5.2,6008,7.5,3.9,797,Social Media
U04475,52,Male,Mumbai,Nokia,Android,9.2,39.3,14.2,196,5.4,399,7.1,4.9,1561,Gaming
U04476,32,Male,Kolkata,Oppo,Android,10.4,46.7,238.2,145,5.7,5379,3.7,4.1,1942,Entertainment
U04477,31,Other,Chennai,Samsung,Android,7.5,16.0,58.5,23,4.8,3046,2.9,3.2,1442,Education
U04478,24,Other,Mumbai,Oppo,iOS,2.7,33.8,86.9,152,1.6,161,5.5,5.0,1469,Work
U04479,33,Other,Ahmedabad,Apple,iOS,9.2,16.8,21.8,134,2.8,8073,7.7,4.4,790,Work
U04480,17,Male,Delhi,Google Pixel,iOS,4.5,8.8,134.1,185,3.3,1182,2.7,0.8,1087,Gaming
U04481,50,Male,Hyderabad,Xiaomi,Android,4.7,17.8,209.1,91,1.6,4308,5.8,2.3,868,Education
U04482,52,Male,Lucknow,Oppo,Android,9.0,49.0,264.8,29,4.3,5385,7.0,0.4,1075,Social Media
U04483,59,Male,Kolkata,Nokia,iOS,9.9,11.5,239.2,53,1.4,2831,7.6,3.3,1267,Entertainment
U04484,39,Other,Lucknow,Google Pixel,iOS,6.2,38.8,214.1,11,2.8,4671,2.1,1.8,717,Entertainment
U04485,51,Female,Jaipur,OnePlus,Android,6.8,49.5,27.0,37,1.1,3269,7.6,2.9,1128,Education
U04486,30,Other,Delhi,Vivo,iOS,2.0,36.3,146.5,197,4.9,189,2.2,3.5,1677,Work
U04487,54,Female,Pune,Google Pixel,Android,10.2,5.2,258.9,47,0.7,6047,5.1,4.1,1392,Entertainment
U04488,20,Female,Chennai,Motorola,iOS,1.0,7.8,269.3,25,5.4,7305,6.3,2.0,1251,Education
U04489,21,Other,Hyderabad,Samsung,Android,8.1,9.3,83.9,52,0.7,6118,3.1,1.3,1352,Gaming
U04490,48,Female,Lucknow,Oppo,iOS,5.6,35.9,62.3,123,4.5,3908,4.8,4.2,618,Social Media
U04491,38,Male,Ahmedabad,Vivo,Android,10.7,2.2,132.0,105,3.8,8952,3.9,2.6,425,Gaming
U04492,31,Other,Lucknow,OnePlus,Android,3.5,7.2,76.7,84,5.1,5342,6.1,0.7,417,Social Media
U04493,15,Male,Ahmedabad,Samsung,Android,8.1,42.5,26.6,20,5.0,1605,4.0,1.0,1326,Social Media
U04494,23,Female,Mumbai,Apple,iOS,5.3,40.3,130.9,155,0.9,9971,6.9,2.7,1992,Gaming
U04495,25,Other,Chennai,Google Pixel,Android,11.8,3.1,234.4,58,3.6,3287,3.8,2.1,556,Work
U04496,42,Female,Delhi,Samsung,iOS,11.1,5.4,32.4,35,2.2,8099,2.4,4.3,904,Work
U04497,18,Male,Mumbai,Oppo,Android,7.4,11.8,9.9,23,1.1,1157,4.6,1.5,293,Entertainment
U04498,59,Male,Mumbai,Realme,Android,2.1,39.4,261.6,114,4.3,6757,1.7,3.6,490,Social Media
U04499,57,Male,Kolkata,Apple,Android,1.2,37.4,11.0,105,4.9,178,6.1,4.5,455,Gaming
U04500,17,Other,Bangalore,Nokia,iOS,1.1,43.3,148.2,79,4.8,5578,6.1,1.6,1073,Entertainment
U04501,48,Male,Ahmedabad,Vivo,Android,6.6,47.5,148.1,19,4.0,5385,6.9,3.5,344,Education
U04502,56,Other,Bangalore,Samsung,iOS,7.4,43.6,132.9,68,4.2,6001,5.3,0.7,1752,Entertainment
U04503,60,Male,Jaipur,Google Pixel,Android,4.5,21.4,66.4,79,4.5,4103,7.0,2.1,904,Education
U04504,46,Male,Chennai,Motorola,iOS,4.0,1.6,194.0,78,2.2,1597,5.6,4.4,171,Social Media
U04505,25,Other,Kolkata,Vivo,Android,3.2,3.0,191.4,80,5.2,4301,6.1,0.7,503,Work
U04506,53,Female,Bangalore,Xiaomi,Android,4.0,49.8,5.5,111,0.9,9909,3.6,0.1,1608,Entertainment
U04507,34,Female,Jaipur,Nokia,Android,10.5,2.5,225.3,102,1.0,8594,7.7,0.4,1543,Entertainment
U04508,37,Male,Pune,Nokia,iOS,10.7,49.1,11.1,112,1.7,8406,2.0,0.8,1575,Social Media
U04509,52,Other,Hyderabad,Realme,iOS,8.1,44.5,57.5,31,3.2,651,2.5,1.0,1637,Work
U04510,40,Female,Lucknow,OnePlus,iOS,7.7,19.4,256.2,187,3.8,4485,1.6,4.2,429,Gaming
U04511,54,Male,Lucknow,Realme,Android,4.8,5.7,192.5,19,2.1,1708,3.8,3.6,333,Education
U04512,45,Female,Bangalore,Oppo,iOS,2.9,31.5,136.4,175,1.1,7447,3.0,1.2,739,Social Media
U04513,17,Female,Delhi,Vivo,Android,9.3,19.1,165.8,42,5.0,5121,6.9,4.2,1424,Education
U04514,57,Male,Hyderabad,OnePlus,iOS,4.8,13.4,77.8,189,5.4,4132,2.4,4.2,293,Education
U04515,28,Female,Delhi,Realme,Android,7.4,40.9,53.8,193,1.0,7965,1.8,0.6,654,Education
U04516,37,Male,Chennai,Motorola,Android,10.6,6.3,79.0,11,2.1,8389,7.7,1.8,557,Entertainment
U04517,53,Other,Pune,Oppo,Android,1.5,17.7,181.2,75,0.6,5403,2.3,4.4,1987,Entertainment
U04518,23,Other,Mumbai,OnePlus,Android,2.5,22.1,288.0,194,4.4,274,8.0,3.7,676,Social Media
U04519,53,Male,Mumbai,Nokia,Android,9.1,34.4,74.8,188,2.7,3655,1.8,4.2,950,Work
U04520,42,Other,Chennai,Motorola,Android,9.5,36.8,134.1,96,3.2,3627,6.6,4.5,747,Entertainment
U04521,26,Male,Hyderabad,Apple,Android,1.5,38.9,170.6,15,0.8,2836,5.2,3.2,934,Entertainment
U04522,50,Male,Bangalore,Samsung,Android,8.2,7.8,244.3,26,3.1,9178,0.6,1.0,1238,Work
U04523,47,Other,Chennai,Google Pixel,Android,7.0,42.3,13.1,135,0.6,6957,6.4,1.0,526,Social Media
U04524,20,Other,Bangalore,OnePlus,iOS,9.7,36.3,219.3,176,5.8,4519,2.9,1.4,1752,Gaming
U04525,25,Female,Hyderabad,Google Pixel,iOS,3.7,22.4,294.1,178,3.0,5583,6.5,4.2,408,Entertainment
U04526,46,Male,Jaipur,Realme,iOS,7.6,37.8,61.3,29,1.7,5517,0.5,2.7,1303,Education
U04527,48,Female,Mumbai,Xiaomi,Android,1.2,42.0,78.9,46,4.1,2289,2.1,3.5,1165,Entertainment
U04528,20,Male,Hyderabad,Realme,Android,9.7,6.5,45.4,179,0.7,3314,5.5,0.8,228,Work
U04529,36,Other,Lucknow,Xiaomi,iOS,11.4,39.4,82.1,88,2.2,2002,5.0,1.8,624,Education
U04530,35,Female,Bangalore,OnePlus,Android,5.8,8.2,234.3,143,3.2,6266,6.7,2.8,1141,Gaming
U04531,36,Male,Kolkata,Nokia,Android,4.8,41.6,29.7,28,2.7,1954,4.5,3.4,1530,Education
U04532,43,Male,Jaipur,Google Pixel,Android,9.3,26.2,260.4,50,1.1,278,4.4,2.1,1234,Education
U04533,25,Female,Ahmedabad,Vivo,iOS,4.7,5.5,88.6,139,2.2,1595,4.1,1.5,1034,Social Media
U04534,56,Female,Mumbai,Apple,iOS,5.4,1.3,259.1,181,5.9,7108,2.1,4.4,552,Gaming
U04535,32,Female,Delhi,Vivo,iOS,3.5,37.2,15.3,144,2.2,4561,5.6,2.6,1670,Gaming
U04536,47,Male,Hyderabad,Nokia,iOS,10.2,8.8,164.2,36,4.7,2226,5.9,4.1,1354,Gaming
U04537,35,Other,Bangalore,Oppo,Android,6.2,28.9,49.9,15,1.4,975,3.3,2.1,1626,Social Media
U04538,60,Male,Hyderabad,Motorola,iOS,4.0,28.7,136.5,188,3.1,4550,1.0,0.8,800,Entertainment
U04539,42,Other,Jaipur,Nokia,Android,3.0,6.1,187.2,195,3.2,3174,2.6,4.2,734,Social Media
U04540,18,Male,Bangalore,Oppo,Android,9.8,27.5,67.2,199,3.2,6753,1.7,3.7,905,Gaming
U04541,25,Female,Delhi,Realme,iOS,3.4,30.7,92.5,68,1.5,7659,2.2,4.7,1719,Education
U04542,46,Other,Kolkata,Nokia,iOS,5.7,25.7,267.4,133,0.9,2945,2.7,2.4,1222,Education
U04543,46,Other,Pune,Vivo,iOS,5.5,48.9,193.3,92,2.3,6980,6.2,3.5,1351,Education
U04544,56,Female,Kolkata,Xiaomi,iOS,8.4,47.6,134.1,55,2.3,3194,2.8,3.8,1019,Gaming
U04545,54,Male,Pune,Vivo,Android,1.7,6.6,216.1,157,5.5,3128,0.6,1.5,1664,Work
U04546,28,Male,Jaipur,Xiaomi,iOS,4.2,42.8,198.0,180,2.1,3518,1.6,4.9,1700,Work
U04547,48,Female,Pune,Oppo,iOS,2.6,42.7,235.5,138,1.2,9746,3.5,1.3,509,Gaming
U04548,19,Other,Pune,Xiaomi,Android,10.8,26.1,249.7,60,4.7,6077,6.7,4.8,1467,Entertainment
U04549,55,Other,Hyderabad,Apple,iOS,11.8,16.6,254.0,110,5.6,7685,1.7,3.3,1209,Social Media
U04550,40,Male,Lucknow,Samsung,Android,10.7,21.3,192.0,144,4.0,8960,7.2,4.7,393,Gaming
U04551,42,Other,Bangalore,Xiaomi,iOS,11.2,38.0,135.0,135,6.0,7358,5.8,1.2,1649,Entertainment
U04552,47,Male,Jaipur,Nokia,Android,7.4,17.5,156.9,36,5.6,1829,5.2,2.0,594,Work
U04553,40,Other,Mumbai,Oppo,Android,2.9,26.5,161.8,45,4.1,422,4.4,4.2,351,Education
U04554,60,Other,Bangalore,Google Pixel,Android,7.8,34.8,298.1,129,2.9,3525,7.0,3.8,1073,Education
U04555,50,Female,Chennai,Apple,Android,1.6,14.7,150.4,86,3.6,3458,6.1,1.6,1768,Gaming
U04556,24,Male,Mumbai,Samsung,iOS,4.9,48.3,63.3,15,5.3,916,6.0,1.1,1690,Social Media
U04557,46,Other,Ahmedabad,Samsung,Android,10.1,43.1,43.2,148,1.1,9983,6.1,3.0,950,Work
U04558,59,Male,Lucknow,Apple,iOS,1.5,17.5,31.9,113,0.6,5588,7.5,3.1,1533,Social Media
U04559,21,Female,Chennai,OnePlus,Android,6.7,5.5,65.4,61,2.7,1934,1.8,1.1,1541,Gaming
U04560,45,Male,Chennai,OnePlus,iOS,11.8,40.3,267.6,87,6.0,5682,2.6,0.9,281,Education
U04561,39,Male,Chennai,Apple,iOS,3.1,31.7,258.8,189,4.8,3348,7.4,3.3,1848,Entertainment
U04562,52,Other,Ahmedabad,Google Pixel,Android,10.1,5.3,189.1,30,4.0,3189,0.8,3.9,619,Social Media
U04563,19,Male,Hyderabad,Apple,iOS,5.6,12.0,30.1,179,1.3,668,7.7,1.9,1891,Social Media
U04564,49,Female,Delhi,Realme,iOS,2.0,28.6,146.3,143,5.4,7358,7.5,2.0,1681,Education
U04565,30,Female,Chennai,Vivo,iOS,7.6,20.8,171.3,125,4.5,7594,6.3,0.9,1906,Education
U04566,24,Male,Lucknow,Oppo,Android,9.4,28.4,94.1,154,1.2,2063,7.1,3.6,889,Education
U04567,42,Male,Kolkata,Vivo,Android,8.5,46.8,294.3,165,3.9,7897,4.3,0.3,1137,Work
U04568,37,Other,Lucknow,Oppo,iOS,6.7,18.3,116.5,25,4.8,6871,7.5,0.8,666,Gaming
U04569,20,Other,Hyderabad,Apple,iOS,1.4,14.9,189.5,132,1.7,752,1.6,5.0,1197,Gaming
U04570,16,Other,Lucknow,Samsung,iOS,4.6,32.5,75.6,97,0.9,828,4.8,1.5,1713,Education
U04571,45,Male,Jaipur,Motorola,iOS,8.4,42.1,62.7,69,1.8,5254,3.3,0.5,1805,Social Media
U04572,34,Male,Bangalore,Apple,Android,9.5,43.7,66.5,116,3.8,139,1.8,0.6,1135,Work
U04573,52,Other,Jaipur,Vivo,iOS,5.6,24.5,272.8,84,3.7,7215,0.8,3.2,424,Education
U04574,49,Other,Chennai,OnePlus,iOS,1.9,14.3,131.8,44,1.7,7809,4.3,4.9,1370,Work
U04575,32,Female,Ahmedabad,Xiaomi,iOS,11.0,37.8,203.4,159,4.3,9819,1.1,3.3,1215,Entertainment
U04576,40,Male,Jaipur,Google Pixel,iOS,1.4,42.0,237.5,130,2.4,7951,2.7,3.5,253,Gaming
U04577,56,Female,Kolkata,OnePlus,Android,8.9,41.0,233.0,72,2.0,8574,2.3,2.0,902,Social Media
U04578,45,Female,Chennai,Nokia,Android,6.7,13.7,276.9,24,3.8,7230,7.3,1.1,221,Education
U04579,41,Male,Bangalore,Motorola,Android,6.9,37.2,207.3,36,3.9,8504,2.7,3.8,1940,Work
U04580,57,Other,Delhi,Xiaomi,iOS,4.7,31.3,205.3,101,2.3,4472,0.9,3.2,1956,Social Media
U04581,44,Female,Hyderabad,Samsung,iOS,9.2,47.9,23.9,64,4.3,9711,5.5,1.8,1468,Social Media
U04582,31,Male,Hyderabad,Vivo,iOS,4.2,28.4,186.1,189,0.6,485,4.9,4.0,1466,Education
U04583,23,Female,Lucknow,Apple,Android,4.9,27.3,53.2,21,2.6,8667,3.8,0.8,1688,Social Media
U04584,48,Female,Mumbai,Oppo,Android,10.3,11.9,15.0,88,0.6,9352,7.7,0.0,357,Gaming
U04585,41,Other,Delhi,Motorola,Android,4.1,46.8,157.6,123,0.5,4293,4.6,4.3,1274,Work
U04586,52,Other,Lucknow,OnePlus,iOS,10.3,43.4,198.2,41,5.4,2609,0.5,0.1,749,Gaming
U04587,58,Male,Ahmedabad,Apple,iOS,2.2,9.7,28.1,22,1.1,4891,0.9,4.1,762,Social Media
U04588,28,Other,Mumbai,Apple,Android,6.6,25.9,66.1,31,3.8,3193,2.1,4.3,585,Work
U04589,58,Male,Lucknow,Motorola,Android,3.9,24.9,94.3,139,2.3,5298,1.0,3.5,1237,Gaming
U04590,52,Female,Bangalore,Xiaomi,Android,1.9,12.8,186.3,197,0.7,2496,2.7,3.2,1245,Gaming
U04591,26,Other,Kolkata,Vivo,iOS,9.9,35.3,180.5,70,5.2,4485,0.6,1.8,765,Gaming
U04592,23,Female,Hyderabad,OnePlus,Android,11.7,24.1,171.4,142,0.8,1877,6.1,1.0,1122,Work
U04593,44,Other,Kolkata,Nokia,iOS,4.2,4.8,248.6,174,5.7,8296,4.3,1.2,1190,Social Media
U04594,19,Other,Jaipur,Motorola,Android,8.0,28.9,190.0,39,5.5,1456,4.7,0.5,1746,Gaming
U04595,55,Male,Ahmedabad,Realme,iOS,8.9,3.8,75.4,66,2.4,7135,0.8,2.2,566,Social Media
U04596,26,Other,Jaipur,Realme,iOS,5.8,1.8,169.3,52,0.9,8510,7.9,1.5,957,Gaming
U04597,19,Female,Kolkata,Google Pixel,Android,2.9,37.0,296.1,197,1.8,9947,7.2,0.7,1315,Work
U04598,28,Male,Kolkata,Realme,Android,1.3,11.0,259.2,182,5.0,1094,1.1,0.6,1406,Work
U04599,50,Other,Ahmedabad,Motorola,Android,2.3,13.2,236.2,88,5.7,8245,6.6,2.3,299,Education
U04600,41,Female,Pune,Samsung,iOS,10.3,48.3,281.6,15,4.9,9642,4.5,0.3,756,Education
U04601,24,Female,Ahmedabad,Xiaomi,iOS,8.1,48.0,72.0,182,2.9,8038,1.6,4.3,1147,Education
U04602,39,Male,Delhi,Oppo,iOS,3.7,29.8,235.2,132,1.1,3594,4.6,5.0,1545,Work
U04603,28,Other,Mumbai,Xiaomi,Android,1.8,30.6,236.1,21,4.1,4806,1.8,0.5,1486,Gaming
U04604,56,Male,Delhi,Oppo,Android,2.1,44.2,233.7,48,5.9,2466,6.3,2.6,956,Gaming
U04605,40,Female,Ahmedabad,Xiaomi,iOS,9.1,29.2,147.6,51,0.7,4225,2.7,4.4,260,Work
U04606,17,Other,Lucknow,OnePlus,Android,10.0,40.3,255.1,64,3.1,1521,7.2,0.8,733,Education
U04607,33,Female,Jaipur,OnePlus,iOS,5.7,18.8,127.4,123,0.5,4452,6.2,2.5,1470,Gaming
U04608,33,Female,Kolkata,Apple,Android,2.9,12.4,125.1,53,2.7,7940,1.3,3.0,1378,Gaming
U04609,27,Other,Bangalore,Xiaomi,iOS,6.8,21.2,155.0,36,3.0,553,3.4,1.0,1242,Education
U04610,26,Other,Pune,Vivo,Android,6.1,45.8,91.3,78,4.6,5832,3.0,4.9,794,Gaming
U04611,15,Male,Chennai,Oppo,Android,4.5,33.3,141.2,72,1.8,4098,6.7,1.0,1014,Entertainment
U04612,47,Female,Lucknow,Samsung,iOS,9.9,37.4,237.6,94,3.4,4260,1.2,2.8,867,Education
U04613,32,Female,Delhi,Samsung,Android,1.9,10.1,254.1,179,3.7,7293,6.7,3.2,1724,Entertainment
U04614,22,Male,Hyderabad,Nokia,iOS,1.1,16.6,196.4,107,2.0,9750,4.3,3.9,1305,Work
U04615,56,Female,Jaipur,Motorola,iOS,10.6,45.8,78.3,89,3.4,4536,4.3,0.1,665,Work
U04616,33,Other,Pune,Apple,iOS,10.2,49.2,60.5,114,3.7,7320,3.2,1.5,1972,Work
U04617,39,Male,Lucknow,Apple,Android,6.6,6.9,38.1,61,4.9,3481,6.2,0.5,1428,Education
U04618,32,Other,Chennai,Google Pixel,iOS,5.2,5.4,243.5,90,5.3,9715,6.7,3.9,921,Social Media
U04619,60,Male,Mumbai,Samsung,iOS,11.1,28.8,151.4,86,0.7,1900,1.9,3.2,536,Entertainment
U04620,18,Male,Pune,Samsung,Android,1.6,39.5,206.8,21,0.6,7721,2.9,4.7,1259,Education
U04621,22,Male,Hyderabad,OnePlus,Android,6.2,21.1,156.7,28,4.5,9092,4.0,3.5,961,Social Media
U04622,33,Male,Jaipur,Nokia,iOS,4.4,11.5,209.1,96,3.3,6884,7.1,4.9,1088,Education
U04623,60,Other,Ahmedabad,Xiaomi,Android,6.2,35.8,205.1,126,2.1,7040,1.9,4.0,1019,Work
U04624,50,Female,Jaipur,Google Pixel,iOS,6.6,8.0,202.1,160,3.8,7450,0.8,0.7,136,Entertainment
U04625,53,Female,Bangalore,Google Pixel,iOS,4.0,19.6,204.6,167,5.1,4852,5.7,1.2,1901,Work
U04626,52,Male,Pune,Xiaomi,Android,2.0,47.4,114.8,119,3.2,3259,7.6,4.4,1536,Gaming
U04627,59,Other,Mumbai,Vivo,Android,4.5,16.2,17.0,104,2.2,703,5.7,0.9,1812,Work
U04628,25,Female,Hyderabad,Oppo,iOS,7.0,26.1,269.5,85,1.9,2520,3.0,4.9,1488,Entertainment
U04629,22,Male,Mumbai,Vivo,iOS,3.9,7.1,268.1,108,1.8,8758,6.2,0.1,1420,Gaming
U04630,50,Other,Kolkata,OnePlus,Android,7.2,2.6,43.2,54,0.6,4835,7.6,3.4,894,Entertainment
U04631,46,Male,Mumbai,OnePlus,iOS,10.6,17.6,210.3,82,3.6,6732,4.5,1.4,1897,Entertainment
U04632,27,Other,Bangalore,Realme,iOS,6.5,33.2,210.5,161,2.3,5088,6.3,4.3,309,Entertainment
U04633,28,Male,Hyderabad,OnePlus,iOS,1.6,14.5,230.3,23,4.0,3813,1.7,4.8,643,Work
U04634,42,Other,Ahmedabad,OnePlus,iOS,10.0,11.2,63.3,106,4.0,867,3.9,2.1,1306,Education
U04635,18,Female,Chennai,Nokia,Android,4.7,31.4,91.2,142,5.6,939,6.4,0.2,105,Education
U04636,27,Other,Hyderabad,Nokia,iOS,5.7,35.7,237.2,132,0.5,4207,2.2,4.8,1599,Social Media
U04637,19,Male,Hyderabad,Motorola,Android,10.5,17.1,155.4,50,4.1,5519,2.9,4.8,1106,Social Media
U04638,29,Male,Lucknow,Google Pixel,Android,6.2,25.9,197.2,118,3.9,5452,4.9,3.2,1454,Social Media
U04639,25,Female,Chennai,Google Pixel,iOS,9.4,43.8,14.5,51,4.1,5019,0.5,3.7,505,Education
U04640,39,Male,Lucknow,Oppo,iOS,1.2,38.9,270.3,47,1.1,5149,5.4,0.2,973,Social Media
U04641,31,Male,Bangalore,Oppo,iOS,3.7,38.7,218.1,171,1.6,8659,6.6,3.5,1152,Gaming
U04642,33,Female,Ahmedabad,Vivo,iOS,4.4,14.2,271.9,116,5.9,2629,7.8,2.9,572,Gaming
U04643,51,Other,Mumbai,Vivo,Android,6.6,37.3,123.1,123,4.7,5391,4.9,0.7,136,Entertainment
U04644,51,Other,Ahmedabad,Realme,iOS,3.8,23.8,133.6,72,0.9,676,5.1,3.1,1531,Gaming
U04645,40,Male,Lucknow,Motorola,iOS,5.8,19.5,184.0,200,0.9,1185,1.6,2.6,156,Social Media
U04646,58,Female,Lucknow,Motorola,iOS,12.0,47.3,116.2,75,2.9,9171,6.0,3.5,1054,Education
U04647,59,Female,Ahmedabad,Oppo,Android,9.0,31.2,86.7,83,5.6,5959,2.0,0.8,766,Work
U04648,43,Other,Ahmedabad,Vivo,Android,6.4,16.3,260.5,114,1.6,4295,2.7,3.4,427,Education
U04649,24,Female,Jaipur,Motorola,Android,11.2,11.4,194.9,162,3.7,2449,2.2,1.6,479,Entertainment
